movie_id,primary_title,runtime_minutes,genres,averagerating,numvotes
tt6472976,Five Feet Apart,116.0,"Drama,Romance",7.2,10645
tt6479314,Pain and Music,94.0,Drama,9.1,10
tt6479450,In Praise of Action,59.0,Documentary,7.5,11
tt6481240,"Naked, Hurt & Pissed Off",70.0,"Drama,Romance",7.8,10
tt6484774,The Worst Nightmare,85.0,Drama,7.5,6
tt6486630,Asphyxia,107.0,"Crime,Drama,Mystery",5.5,572
tt6488444,The Line 2: 25 Years Later,118.0,Drama,8.3,82
tt6492020,Gone by Dawn 2: Dead by Dusk,108.0,Drama,8.0,7
tt0860907,Evangelion: 3.0 You Can (Not) Redo,96.0,"Action,Animation,Drama",7.0,8215
tt0878835,Please Give,87.0,"Comedy,Drama",6.6,10652
tt0882741,AIR: The Musical,100.0,"Comedy,Musical,Romance",7.2,59
tt0892791,Shrek Forever After,93.0,"Adventure,Animation,Comedy",6.3,167532
tt0905372,The Thing,103.0,"Horror,Mystery,Sci-Fi",6.2,111900
tt0935075,Rabbit Hole,91.0,Drama,7.0,45357
tt10010134,Versailles Rediscovered - The Sun King's Vanished Palace,52.0,Documentary,7.0,5
tt10034236,Super Sketch,,Thriller,8.3,15
tt10062150,Yücel'in Çiçekleri,69.0,"Documentary,History",8.6,41
tt10081172,15 Lakh Kado Aauga,,Comedy,6.2,6
tt10081596,Flat Earth: To the Edge and Back,50.0,Comedy,5.8,31
tt10084780,Vinara sodara veera kumara,,"Drama,Romance",8.3,30
tt10087448,Ufuraj se i pukni,82.0,Comedy,7.2,36
tt10092860,Rumput Tetangga,104.0,"Comedy,Drama",7.9,10
tt10122504,Rampaat,,Comedy,6.8,8
tt10146728,Foosballers,,"Comedy,Documentary,Sport",9.7,22
tt1014759,Alice in Wonderland,108.0,"Adventure,Family,Fantasy",6.5,358813
tt10185752,Valstybes paslaptis,99.0,Documentary,8.2,72
tt10251300,66 Sadashiv,,Drama,5.5,6
tt10275440,K-13,103.0,"Mystery,Thriller",7.2,43
tt10392792,Shesh Theke Shuru,,"Action,Drama,Romance",5.6,22
tt1059836,Transit,88.0,"Action,Crime,Thriller",5.8,10260
tt1068961,Midnight Son,88.0,Horror,5.9,1656
tt1071875,Ghost Rider: Spirit of Vengeance,96.0,"Action,Fantasy,Thriller",4.3,103608
tt1880212,Gossip Nation,86.0,Drama,7.9,8
tt1880279,Me Late Chocolate,100.0,"Comedy,Drama,Romance",5.2,607
tt1880908,8E88 Fan Lanla,95.0,Comedy,6.3,12
tt1881085,The Perfect Man,90.0,"Drama,Romance",6.2,25
tt1882111,"Monsieur M, 1968",55.0,Documentary,7.9,8
tt1883184,Falls the Shadow,93.0,"Action,Horror,Thriller",3.5,116
tt1883399,Mr. Zhai,100.0,"Comedy,Romance",3.0,22
tt1884331,Jiong Tan Jia Ren,,"Comedy,Horror",6.1,8
tt1885299,Lucky Them,97.0,Drama,6.1,2844
tt1887655,81 the Other World,73.0,"Biography,Documentary,History",5.9,16
tt1887820,Night Market Hero,124.0,Comedy,5.5,309
tt1887919,This is My Land... Hebron,72.0,Documentary,8.6,35
tt1891917,Slow Southern Steel,90.0,"Documentary,History,Music",7.8,84
tt1900924,Margarine Wars,98.0,"Comedy,Drama,Romance",6.2,53
tt1900977,Should the Wife Confess?,,Comedy,5.8,15
tt1901041,You Don't Belong,75.0,"Documentary,Music",6.6,10
tt1904937,Kaiji 2: Jinsei dakkai gêmu,,Drama,6.6,526
tt1905010,Yamada: Samurai of Ayothaya,100.0,"Action,Drama,History",6.0,1196
tt1906381,God's Fiddler: Jascha Heifetz,88.0,"Biography,Documentary,History",7.2,39
tt1906384,Affluenza,85.0,Drama,4.8,664
tt1907614,Alter Egos,80.0,Comedy,5.2,1408
tt1907761,Stanley Ka Dabba,96.0,"Comedy,Drama,Family",7.9,5097
tt1913172,The Somnambulists,96.0,"Drama,War",4.6,28
tt1913193,Utopians,84.0,,6.1,23
tt1918763,Dave O'Shea's Day Job,107.0,"Horror,Mystery,Thriller",7.5,63
tt1918910,Bittere Kirschen,107.0,Drama,6.1,19
tt1919154,The Shadow and the Flame,85.0,"Adventure,Family,Fantasy",8.2,5
tt1921119,The House of Tomorrow,64.0,Documentary,6.8,24
tt1922675,The Hunter,124.0,Drama,5.7,111
tt1924351,Preemie,87.0,Documentary,9.2,16
tt1927056,Illangyan,126.0,"Action,Drama",4.3,13
tt1927077,Letters to Santa,110.0,"Comedy,Romance",7.2,3362
tt1928189,I più grandi di tutti,,Comedy,6.2,219
tt1929361,Rodney Cecil: Psycho Hero,98.0,"Action,Comedy,Horror",5.7,9
tt1929405,The Key,105.0,Mystery,8.0,10
tt1930318,Dedemit gunung kidul,90.0,Horror,3.3,17
tt1930327,Dollhouse,95.0,Drama,4.9,376
tt1930443,Pocong Ngesot,79.0,"Comedy,Horror",2.1,15
tt1930556,I Was There: When the Beatles Played the Cavern,,"Documentary,Music",6.8,5
tt1931470,Declaration of War,100.0,Drama,7.0,4743
tt1931515,Puppe,83.0,Drama,6.1,81
tt1935201,Please Kill Mr. Know It All,87.0,"Comedy,Crime,Romance",4.6,221
tt1935857,Mila trazi Senidu,,Documentary,8.5,30
tt1937464,William Kentridge: Anything Is Possible,55.0,Documentary,6.4,16
tt1941515,Element {.245} Zombie,90.0,"Action,Horror",4.7,18
tt1941541,Greenwich Village: Music That Defined a Generation,92.0,"Documentary,Music",7.1,266
tt1943048,My Own Swordsman,95.0,"Action,Comedy",5.2,281
tt1945048,Body Complete,85.0,"Drama,Thriller",6.9,72
tt1949190,Houseless,69.0,"Documentary,Drama",7.4,13
tt1954348,CouchSurfing,10.0,"Biography,Documentary",9.3,7
tt1954510,Himmelfahrtskommando,100.0,Comedy,6.2,49
tt1954520,House with 100 Eyes,75.0,Horror,4.6,258
tt1954533,Il pezzo mancante,71.0,Documentary,6.1,28
tt1956516,How to Start a Revolution,85.0,"Biography,Documentary,History",7.3,241
tt1961198,Being Kosher,89.0,"Documentary,Family",5.8,8
tt1961203,Black Blood,123.0,Drama,5.8,29
tt1961447,"Now, Forager",93.0,Drama,6.4,189
tt1961461,Phoenix in der Asche,88.0,Documentary,7.5,31
tt1961538,The Artifact,86.0,Horror,5.6,25
tt1964837,Kempe Gowda,141.0,"Action,Crime,Thriller",7.1,535
tt1964883,Lost Heroes,108.0,Documentary,7.6,28
tt1965239,Ties That Bind,111.0,Drama,7.2,73
tt1966450,Fist of the North Star: The Toki Saga,120.0,"Action,Animation,Drama",6.9,27
tt1971397,Favor,102.0,Thriller,6.3,795
tt1972747,Restos,,Drama,5.4,7
tt1975206,Love American Skin,84.0,"Adventure,Documentary",7.2,8
tt1977755,Final Recipe,97.0,Drama,7.0,318
tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,85.0,"Animation,Comedy",5.9,1492
tt1980225,Remembering Erik Lowhouse,49.0,"Comedy,Drama",9.2,5
tt1980306,Workers - Pronti a tutto,,Comedy,5.7,218
tt1981604,Beyond Thought,86.0,"Documentary,Drama",8.1,19
tt1982690,Glæpur og samviska,131.0,"Crime,Drama",6.6,5
tt1985017,Atlas Shrugged II: The Strike,111.0,"Drama,Mystery,Sci-Fi",5.4,6375
tt1986148,The Clear,,Drama,8.2,13
tt1986857,Hijacked,86.0,"Action,Crime,Thriller",3.9,3488
tt1987021,Venghai,155.0,"Action,Drama",4.6,449
tt1988776,Schlaraffenhaus,85.0,"Horror,Thriller",3.1,103
tt1989542,John Portman: A Life of Building,52.0,"Biography,Documentary",8.4,17
tt1989571,The Guest,100.0,Drama,5.1,264
tt1990199,Dance Dance Revolution: The Warrior's Path,64.0,"Comedy,Sport",8.0,6
tt1990211,The Devil Inside Me,90.0,"Horror,Thriller",5.6,59
tt1990256,Rest on Your Shoulder,121.0,"Drama,Fantasy,Romance",5.0,76
tt1990278,Lucky 7,94.0,"Drama,Mystery",7.1,13
tt1991025,Crack House USA,90.0,"Crime,Documentary",7.2,84
tt1992193,Pandora's Promise,87.0,Documentary,7.4,1737
tt1995260,Battlefield America,106.0,"Drama,Musical",2.6,1370
tt1995465,The Love of Books: A Sarajevo Story,75.0,Drama,8.5,37
tt1996342,Nothing Without You,92.0,"Action,Crime,Drama",7.0,50
tt1997594,VIPs: Histórias Reais de um Mentiroso,72.0,Documentary,7.3,298
tt1998364,Tom Meets Zizou: Kein Sommermärchen,136.0,"Biography,Documentary,Sport",7.9,540
tt1998402,The Undershepherd,110.0,Drama,6.3,259
tt1999228,Ozenicu celo selo,57.0,Documentary,8.2,6
tt1999995,Would You Rather,93.0,Horror,5.7,32404
tt2004432,Wolf Creek 2,106.0,"Action,Horror",6.1,15829
tt2007401,Il se peut que la beauté ait renforcé notre résolution - Masao Adachi,73.0,Documentary,7.3,86
tt2010971,Der Pakt mit dem Panda - Was uns der WWF verschweigt,,Documentary,7.3,15
tt2010976,Devoured,89.0,"Drama,Horror,Thriller",5.4,1427
tt2011296,The Hungry Tide,88.0,Documentary,7.1,8
tt2012011,Scenic Route,82.0,"Drama,Thriller",6.5,9780
tt2012630,Recuerdos de una mañana,47.0,Documentary,7.6,24
tt2013243,La Run,104.0,Drama,6.6,144
tt2014295,The Silent Mountain,94.0,"Adventure,Drama,History",5.5,516
tt2015336,Christmas Snow Angels,45.0,Family,8.5,6
tt2015370,Finding Joe,80.0,Documentary,6.8,253
tt2015508,The Last Dogs of Winter,97.0,"Adventure,Biography,Documentary",7.7,39
tt2016259,Peace Out,80.0,"Documentary,History,News",8.5,50
tt2017712,The Duck Hunter,94.0,Drama,6.7,15
tt2019999,Horses,92.0,Drama,6.5,77
tt2020120,"Von der Liebe und den Zwängen: Mutmaßungen über Fassbinders 'Ich will doch nur, daß ihr mich liebt'",60.0,Documentary,7.6,9
tt2022353,Chocolate,,"Drama,Musical,Romance",8.5,30
tt2022482,Nothing for Christmas,94.0,"Drama,Family",7.0,24
tt2022539,Sunrise over Lake Van,93.0,Drama,7.7,95
tt2022594,Yogawoman,84.0,Documentary,5.5,79
tt2023453,Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,19571
tt2023559,No More Fear,72.0,Documentary,6.4,21
tt2025511,"Bumblefuck, USA",91.0,Drama,4.5,265
tt2027211,Seer,90.0,"Adventure,Animation",3.6,8
tt2033264,Hair is Falling: A Serious Comedy Film,120.0,"Comedy,Drama",5.4,30
tt2033298,Leslie Howard: The Man Who Gave a Damn,84.0,"Biography,Documentary,History",8.3,190
tt2034636,Camp Dead,46.0,Horror,6.0,5
tt2035599,"Pink Ribbons, Inc.",97.0,Documentary,7.3,654
tt2040480,Reality News,92.0,Drama,7.9,12
tt2043931,Neil Young Journeys,87.0,"Documentary,Music",6.5,653
tt2044819,Mi verano con Amanda 2,95.0,Comedy,7.4,80
tt2049499,Married and Counting,93.0,"Documentary,Romance",7.4,14
tt2049541,Sutro's: The Palace at Lands End,84.0,Documentary,7.2,8
tt2050452,The Dead Queen,120.0,Drama,6.6,265
tt2050466,Berlenga - A Ilha do Farol,98.0,"Documentary,History",8.6,25
tt2053339,Brave Hearts: Umizaru,116.0,Action,6.7,248
tt2055653,Khushiyaan,135.0,Family,6.8,33
tt2057499,Vinylmania: When Life Runs at 33 Revolutions Per Minute,75.0,Documentary,6.5,166
tt2058107,The Railway Man,116.0,"Biography,Drama,Romance",7.1,34586
tt2062580,Xia ri le you you,92.0,Romance,6.4,366
tt2063008,The Road,110.0,"Crime,Drama,Horror",5.6,1617
tt2065945,Gingerclown,83.0,"Comedy,Horror",3.2,788
tt2066051,Rocketman,121.0,"Biography,Drama,Music",7.7,24266
tt2066062,Shortcut Romeo,146.0,"Action,Crime,Romance",2.8,237
tt2069783,Great Day,91.0,"Comedy,Drama",5.9,29
tt2069916,The Law in These Parts,100.0,"Documentary,History",7.4,340
tt2069948,The Insomniac,94.0,"Crime,Drama,Mystery",5.3,165
tt2069985,Shifting the Blame,93.0,Drama,7.2,385
tt2071441,Dangerous Liaisons,110.0,"Drama,Mystery,Romance",5.9,1694
tt2071449,Dirty Energy,95.0,"Documentary,News",7.9,23
tt2071466,Five Years,95.0,Drama,6.8,602
tt2071500,Paura 3D,104.0,"Horror,Thriller",5.2,243
tt2071582,The Veil of Twilight,90.0,"Crime,Fantasy,Mystery",5.4,383
tt2072176,Money and Honey,96.0,Documentary,9.0,13
tt2072985,Little Simico's Great Fantasy,91.0,"Comedy,Drama",5.8,36
tt2073600,Lad: A Yorkshire Story,96.0,Drama,8.6,1408
tt2074362,Flat 3A,95.0,Horror,4.8,6
tt2074390,Karipap-karipap cinta,110.0,Comedy,5.4,5
tt2075323,Szaman,91.0,Thriller,7.9,8
tt2076307,Puzzle,90.0,"Drama,Family,Romance",6.8,68
tt2076826,Chokeslam,102.0,Comedy,4.5,293
tt2077707,Bedlam Street,90.0,Drama,7.4,9
tt2078586,Of Snails and Men,93.0,Comedy,7.3,1852
tt2082162,869,80.0,Horror,5.2,24
tt2086815,Red Vacance Black Wedding,90.0,"Comedy,Drama",4.9,90
tt2087872,Talking Architect,95.0,Documentary,7.9,17
tt2090446,A Fall from Freedom,82.0,"Documentary,History",8.2,69
tt2091258,Caveat,76.0,Thriller,6.8,60
tt2091361,My Horrible Love,74.0,"Comedy,Drama,Horror",6.4,10
tt2091399,Rock Brasília: Era de Ouro,111.0,Documentary,7.5,155
tt2092011,What Richard Did,88.0,Drama,6.3,4298
tt2093214,Rabbit Stories,129.0,"Comedy,Drama",8.8,9
tt2095783,The Cure Documentary,61.0,"Biography,Documentary,History",8.8,12
tt2095836,Zoológico,70.0,Drama,4.8,40
tt2097258,El turno nocturno,70.0,,7.2,13
tt2097833,Celles qui aimaient Richard Wagner,80.0,Biography,6.2,10
tt2100558,The Parasite Doctor Suzune: Evolution,72.0,"Sci-Fi,Thriller",3.6,95
tt2100567,Last Day at Lambeau,81.0,"Documentary,Sport",8.1,25
tt2101473,The Physician,150.0,"Adventure,Drama,History",7.2,32932
tt2102354,Kolá San Jon é Festa di Kau Berdi,60.0,Documentary,6.9,8
tt2103163,Breathe,51.0,"Adventure,Documentary",7.4,59
tt2103176,Els oblidats dels oblidats,88.0,"Documentary,Drama",8.9,7
tt2104838,A Haunting on Hamilton Street 2: The Stable,86.0,Documentary,6.2,66
tt2105022,The Studio Club,,Drama,8.0,9
tt2105067,Judas,109.0,Drama,6.0,9
tt2106361,Into the Storm,89.0,"Action,Adventure,Drama",5.8,60894
tt2106410,En el cuerpo equivocado,52.0,Documentary,7.3,6
tt2106550,Möbius,103.0,"Drama,Thriller",6.1,4705
tt2107659,Bernadette: Notes on a Political Journey,88.0,Documentary,7.9,19
tt2111466,The Unbroken,100.0,Thriller,5.3,537
tt2112170,I Learn America,90.0,Documentary,7.9,14
tt2113666,Folklore,81.0,"Comedy,Sci-Fi",6.7,36
tt2116849,Bite Nite,105.0,Horror,6.3,10
tt2116974,Vysotsky: Thank God I'm Alive,128.0,"Biography,Drama",6.5,2361
tt2120144,Steve Chong Finds Out That Suicide Is a Bad Idea,81.0,Comedy,7.7,43
tt2122321,Das 9 às 5,52.0,Documentary,2.7,15
tt2122443,El fantástico mundo de Juan Orol,94.0,"Biography,Comedy,Drama",7.0,168
tt2123139,Ala Bala Nica,,Comedy,6.5,157
tt2124782,Elvis Found Alive,128.0,Comedy,5.6,77
tt2124787,Final Girl,90.0,"Horror,Thriller",4.7,12369
tt2124845,Luna Mesa,60.0,"Drama,Mystery",6.6,16
tt2125423,Five Broken Cameras,94.0,"Documentary,War",7.9,5481
tt2127353,Songlap,,"Action,Drama",7.2,120
tt2129989,David Bromberg: Unsung Treasure,74.0,"Documentary,Music",8.3,9
tt2130065,In Search of the American Dream,143.0,"Drama,Family",6.4,17
tt2131535,Hollywood Babble-On Live 5/22/2011,83.0,Comedy,7.0,33
tt2132399,Mr. Cao Goes to Washington,72.0,"Biography,Documentary,Drama",8.0,14
tt2133243,Indigo Children,72.0,Drama,6.9,51
tt2137184,One Hour to Die,80.0,"Horror,Thriller",4.4,35
tt2140619,Two Night Stand,86.0,"Comedy,Romance",6.4,60510
tt2140655,Wariazone,,Documentary,6.9,9
tt2141761,The Blackout,90.0,Comedy,2.7,428
tt2143414,The Men with Blue Dots,103.0,Drama,8.0,23
tt2145086,Pipí Mil Pupú 2 Lucas,65.0,"Comedy,Crime",6.2,101
tt2145803,Mouna Guru,153.0,"Action,Thriller",7.6,643
tt2147225,Black November,95.0,"Action,Crime,Drama",5.4,489
tt2147700,Saturnalia,90.0,"Drama,Thriller",8.3,44
tt2148538,Back on Track,,"Drama,Sci-Fi",7.2,17
tt2150485,Storm City 3D,,Documentary,7.8,8
tt2151272,Every Day Is a Holiday,,Documentary,8.1,11
tt2152819,Regissören,71.0,"Comedy,Fantasy,Horror",6.7,29
tt2152829,Eastalgia,93.0,Drama,6.7,110
tt2154637,Berg Fidel,87.0,Documentary,7.6,56
tt2155321,"Come, Closer",108.0,Drama,6.3,35
tt2156635,A Haunting at Giger State University,82.0,Horror,4.0,5
tt2157027,Sukhodol,89.0,"Drama,History,Romance",6.5,81
tt2160163,Exaella,90.0,"Action,Animation,Drama",5.8,198
tt2161938,Insônia,91.0,Comedy,4.0,36
tt2167566,Ishtam,150.0,"Comedy,Romance",3.1,45
tt2170635,The Last Mark,96.0,Drama,5.9,18
tt2172131,Under Fire: Journalists in Combat,90.0,Documentary,7.6,75
tt2175987,Then Again,105.0,Drama,5.7,221
tt2176910,Kabaddi Once Again,,Sport,6.3,20
tt2177764,Hybrid World: The Plan to Modify and Control the Human Race,60.0,Documentary,4.4,7
tt2178470,Yeh Jawaani Hai Deewani,160.0,"Comedy,Drama,Musical",7.1,33971
tt2182093,Final Move,105.0,Thriller,4.3,34
tt2182241,Sins Expiation,84.0,"Action,Thriller",2.4,265
tt2184207,"Inara, the Jungle Girl",71.0,Adventure,2.2,704
tt2184274,To Survive,75.0,"Action,Adventure,Drama",4.6,68
tt2186712,Long Nights Short Mornings,100.0,"Drama,Romance",5.4,794
tt2188885,Sin Reaper 3D,90.0,"Horror,Thriller",2.9,256
tt2189752,2012: Curse of the Xtabai,80.0,"Comedy,Thriller",5.0,16
tt2190261,Er Bermoq - Jon Bermoq,98.0,"Comedy,Romance",6.5,6
tt2197094,Vertical,,Drama,8.1,35
tt2198132,Rangdari,,Action,6.9,7
tt2199259,Aliens from Outer Space,240.0,Documentary,6.8,5
tt2200630,Mensch 2.0 - Die Evolution in unserer Hand,104.0,Documentary,6.9,9
tt2201069,H5N1: Pandemonium,70.0,Horror,6.6,25
tt2203951,Hold Up!,111.0,"Comedy,Crime,Thriller",6.4,681
tt2204379,The Devil's Carnival,56.0,"Horror,Musical",6.4,3796
tt2205429,Beautiful Brit Baker,134.0,Crime,6.7,6
tt2205948,Puella Magi Madoka Magica the Movie Part 1: Beginnings,130.0,"Animation,Drama,Fantasy",7.7,1071
tt2208772,The Emigrant,47.0,"Drama,Musical",8.6,9
tt2209764,Transcendence,119.0,"Action,Drama,Sci-Fi",6.3,204481
tt2211173,Yevadu,165.0,"Action,Thriller",5.5,5945
tt2215113,Hiver nomade,90.0,"Documentary,History",7.5,217
tt2215463,Survivor,81.0,"Biography,Crime,Documentary",9.0,45
tt2215537,Somos Tão Jovens,104.0,"Biography,Drama,Music",6.5,1831
tt2215719,Katy Perry: Part of Me,93.0,"Documentary,Music",5.9,13034
tt2217895,4 Minute Mile,96.0,"Drama,Sport",6.3,2526
tt2222728,Just Ate,96.0,"Comedy,Drama,Romance",6.5,6
tt2224379,November Lies,,"Drama,Thriller",7.6,7
tt2226437,The Orheim Company,104.0,Drama,7.0,1205
tt2229397,Symphony of the Soil,103.0,"Adventure,Documentary,History",8.4,115
tt2231083,Amnesty! When They Are All Free,70.0,Documentary,7.9,7
tt2231480,Dylan Dog: Il trillo del diavolo,,"Action,Comedy,Drama",7.4,50
tt2231578,Rebels with a Cause,74.0,"Documentary,History",6.8,21
tt2233961,Anfang 80,90.0,Drama,7.3,66
tt2234309,Nil,73.0,"Drama,Family",5.8,5
tt2234429,Sparks,97.0,"Action,Thriller",5.7,8555
tt2235108,Dear White People,108.0,"Comedy,Drama,Romance",6.1,23321
tt2237324,Bent,96.0,"Crime,Thriller",5.4,3413
tt2238793,"Belief, Love, Death",71.0,Drama,5.3,15
tt2241475,Riot,84.0,Crime,4.7,481
tt2243417,Missing You,68.0,"Comedy,Romance",7.5,6
tt2244222,Gary Owen: True Story,56.0,Comedy,6.2,48
tt2244642,B4,50.0,"Sci-Fi,Thriller",4.9,121
tt2244697,Adhinayakudu,,"Action,Drama",4.1,244
tt2244838,American Empire,96.0,"Documentary,News",7.5,19
tt2247942,Stab 6: Ghostface Returns,105.0,Horror,7.2,62
tt2248899,Under the Hollywood Sign,,"Comedy,Drama",7.6,19
tt2250180,The Vision of Paolo Soleri: Prophet in the Desert,88.0,"Biography,Documentary",9.2,19
tt2254790,Foresight Killer Instinct,94.0,"Action,Crime,Horror",5.2,43
tt2261488,Roberto,,Comedy,8.0,21
tt2262070,Dreamchasers,,Documentary,1.9,10
tt2265495,Persistence of Vision,83.0,"Documentary,History",8.1,142
tt2265948,Smog City,,Documentary,6.4,5
tt2266600,Hemlock Society,135.0,"Comedy,Drama,Romance",7.4,2258
tt2267712,The Disobedient,106.0,Drama,6.7,716
tt2269486,In Their Room: London,32.0,"Documentary,Drama",4.7,208
tt2270856,Charity,90.0,Drama,5.3,9
tt2271327,Faith in Destiny,84.0,"Drama,Romance,Thriller",5.3,30
tt2273326,Move On,140.0,"Action,Drama,Thriller",5.8,690
tt2277834,Dark Cove,84.0,"Adventure,Thriller",5.3,731
tt2279217,Raggedy DemAnn,94.0,Horror,6.8,18
tt2279339,Love the Coopers,107.0,"Comedy,Fantasy,Romance",5.8,18018
tt2281103,Aravaan,143.0,"Action,Adventure,Drama",6.8,329
tt2282670,Outsider,118.0,Drama,4.1,30
tt2284910,Delight,105.0,"Drama,Romance",5.8,17
tt2288962,Saving Rhino Phila,52.0,Documentary,7.6,8
tt2292630,Ghost Buddies,96.0,Comedy,5.0,6
tt2293272,Centro Histórico,96.0,Drama,6.4,238
tt2294619,First Winter,88.0,Drama,4.9,189
tt2294901,Storied Streets,61.0,Documentary,7.5,21
tt2294917,Becoming Traviata,120.0,"Documentary,Musical",7.0,98
tt2297712,In the Name of Tai,143.0,Drama,6.7,6
tt2299292,Isabella de Rosis,65.0,Biography,6.3,6
tt2308679,The Field of Magic,62.0,Documentary,8.3,59
tt2317826,Hardinero,,Drama,8.0,6
tt2319747,Aberrations,77.0,Horror,6.8,14
tt2319819,Despite the Gods,85.0,Documentary,6.8,72
tt2320558,Lacan Palestine,70.0,"Biography,Documentary,History",5.2,6
tt2321257,Dian Na Chà,95.0,Drama,5.2,20
tt2323457,Ante la ley,138.0,,6.1,7
tt2323657,Setannya kok masih ada,83.0,"Comedy,Horror",4.5,13
tt2324296,Paramedico,80.0,Documentary,7.3,6
tt2325795,Klappe Cowboy!,84.0,Comedy,5.0,109
tt2327227,Barrio MMA Kid,88.0,Action,6.1,7
tt2327239,Cameraman Gangatho Rambabu,148.0,"Action,Drama",5.8,2459
tt2327389,Life Ki Toh Lag Gayi,155.0,Comedy,5.6,221
tt2327425,Morya,116.0,Drama,7.2,88
tt2327782,Periods.,72.0,Comedy,7.7,74
tt2328797,The Sound of the Spirit,129.0,"Drama,Family",7.0,90
tt2329110,Dreams of the Wayward,81.0,Drama,7.4,17
tt2329204,Kein Grosses Ding,83.0,"Comedy,Drama",5.0,35
tt2332545,Beer Is Cheaper Than Therapy,78.0,"Documentary,News",6.7,52
tt2332686,Orléans,58.0,Drama,5.9,49
tt2334350,The Incredible Truth,91.0,Horror,3.4,101
tt2337993,Staub auf unseren Herzen,91.0,Drama,6.1,119
tt2340784,The Last of the Unjust,220.0,"Documentary,History",7.2,577
tt2342002,London Stories,60.0,Drama,8.1,9
tt2342448,Sr Blanc,104.0,"Comedy,Thriller",7.9,14
tt2343475,Nightmare,74.0,"Horror,Thriller",2.7,769
tt2345573,How to Act and Eat at the Same Time,51.0,"Documentary,History",8.6,75
tt2346094,Girls on a Boat,60.0,Horror,6.8,9
tt2347289,Bittoo Boss,116.0,Romance,4.2,334
tt2352830,Evoé: Portrait of an Anthropophage,104.0,Documentary,8.7,6
tt2353767,"1,000 Times Good Night",117.0,"Drama,War",7.1,6848
tt2353855,Born Naked (MLB),83.0,"Biography,Documentary",5.4,28
tt2355693,Landet som inte längre är,76.0,Documentary,7.4,19
tt2356374,74 (The Reconstruction of a Struggle),95.0,Documentary,6.9,14
tt2357453,Underground: The Julian Assange Story,94.0,"Biography,Drama",6.7,1838
tt2357489,Zanjeer,137.0,Action,3.4,2134
tt2357926,Ramaiya Vastavaiya,148.0,"Action,Comedy,Drama",5.7,3050
tt2361155,Bands on the Run,50.0,"Adventure,Animation",2.3,49
tt2364250,Housemaids,76.0,"Documentary,Drama,Family",7.3,190
tt2364547,Fabulous 30,118.0,"Comedy,Drama,Romance",6.5,179
tt2364813,Panya Raenu,,"Comedy,Drama,Music",6.5,33
tt2368705,Common People,89.0,"Comedy,Drama",6.8,152
tt2368897,Gut Renovation,81.0,"Documentary,History,News",4.8,24
tt2369416,Crushing Snails,,Drama,8.2,12
tt2374418,Montenegro,56.0,Documentary,6.3,7
tt2375379,One Piece Film Z,108.0,"Action,Adventure,Animation",8.0,4967
tt2375505,Severed Footage,87.0,"Horror,Mystery,Thriller",4.7,357
tt2375761,What If,90.0,Mystery,5.3,35
tt2379418,Viola,65.0,Drama,6.2,414
tt2379673,Blackmail,84.0,"Action,Comedy",4.4,13
tt2380039,Code Name Venus,90.0,"Action,Adventure,Romance",4.9,168
tt2382050,Present Continuous,100.0,"Drama,War",5.1,8
tt2382118,Dinosaur Doomsday,52.0,Comedy,3.0,7
tt2385047,Deadliest Prey,80.0,"Action,Thriller",4.7,291
tt2386116,One Direction: The Only Way is Up,64.0,Documentary,5.0,521
tt2386321,The Dealers,101.0,Comedy,6.5,67
tt2387601,The Special Need,84.0,Documentary,7.5,231
tt2388502,"Vamps, Blood & Smoking Guns",70.0,"Crime,Horror,Thriller",3.7,6
tt2390255,Fahrt ans Ende der Nacht,96.0,Documentary,8.4,10
tt2390698,Happy Helladays,,Horror,4.9,7
tt2392962,Celestial Run,57.0,"Drama,Thriller",7.9,9
tt2394022,Undercurrent,77.0,"Drama,Thriller",4.8,25
tt2396350,"Coffee, Kill Boss",94.0,"Comedy,Mystery",6.3,59
tt2396485,Farah Goes Bang,92.0,Comedy,7.0,64
tt2397425,Agent Beetle,,Action,1.1,170
tt2399533,Les Invisibles,115.0,"Documentary,Romance",7.5,416
tt2399569,Une journée particulière,53.0,Documentary,6.4,13
tt2404385,Summer Snow,89.0,Drama,6.2,199
tt2412338,The Spies,115.0,"Action,Comedy",6.4,178
tt2412550,Colors,95.0,Drama,5.9,59
tt2417284,Raising Wolves,137.0,"Action,Crime,Drama",7.8,13
tt2417568,Together,114.0,Drama,2.1,485
tt2419246,The Lab,58.0,"Documentary,History,News",7.7,22
tt2419934,The Rolling Stones: Charlie Is My Darling - Ireland 1965,63.0,"Documentary,Music",7.3,135
tt2420208,Josettante Hero,129.0,Drama,3.5,20
tt2421868,Allure,83.0,Drama,7.4,258
tt2424812,Restless Sea,,"Drama,Thriller",6.8,14
tt2427836,Safari,78.0,Thriller,4.6,137
tt2428612,House of Horrors: Gates of Hell,90.0,Horror,4.8,99
tt2428928,The Boyfriend,,"Drama,Romance",6.9,13
tt2432258,Lake Windfall,105.0,"Comedy,Drama,Thriller",8.1,41
tt2434154,The Diary of Alice Applebe,60.0,"Drama,Horror,Thriller",6.6,35
tt2434620,The Passage of Time,69.0,"Biography,Documentary,Family",8.8,18
tt2436488,Dave,60.0,Music,8.2,32
